timestamp,edificio,zona,sensor_id,flujo,consumo_kwh,temperatura,presion,data_quality,quality_flag
05/01/2026 18/10,Edificio_1,Zona_A,S17,13.04,15.68,17.78,1.62,REAL,0
05/01/2026 18/20,Edificio_1,Zona_A,S17,14.33,16.09,19,1.67,REAL,0
05/01/2026 18/30,Edificio_1,Zona_A,S17,10.83,15.26,17.89,1.57,REAL,0
05/01/2026 18/40,Edificio_1,Zona_A,S17,13.82,15.51,17.77,1.38,REAL,0
05/01/2026 18/50,Edificio_1,Zona_A,S17,14.22,16,18.76,1.5,REAL,0
05/01/2026 19/00,Edificio_1,Zona_A,S17,14.61,15.86,19.65,1.78,REAL,0
05/01/2026 19/10,Edificio_1,Zona_A,S17,16.85,15.94,17.6,1.63,REAL,0
05/01/2026 19/20,Edificio_1,Zona_A,S17,14.19,15.63,18.55,1.42,REAL,0
05/01/2026 19/30,Edificio_1,Zona_A,S17,13.49,15.89,19.09,1.48,REAL,0
05/01/2026 19/40,Edificio_1,Zona_A,S17,4.12,15.05,19.43,3.29,REAL,0
05/01/2026 19/50,Edificio_1,Zona_A,S17,13.44,15.37,18.3,1.57,REAL,0
05/01/2026 20/00,Edificio_1,Zona_A,S17,12.77,15.18,18.72,1.65,REAL,0
05/01/2026 20/10,Edificio_1,Zona_A,S17,13.56,15.54,18.19,1.5,REAL,0
05/01/2026 20/20,Edificio_1,Zona_A,S17,13.61,16.25,18.89,1.44,REAL,0
05/01/2026 20/30,Edificio_1,Zona_A,S17,13.04,15.21,17.76,1.65,REAL,0
05/01/2026 20/40,Edificio_1,Zona_A,S17,14.87,15.4,18.26,1.61,REAL,0
05/01/2026 20/50,Edificio_1,Zona_A,S17,15.14,15.87,18.63,1.65,REAL,0
05/01/2026 21/00,Edificio_1,Zona_A,S17,15.19,16.08,19.19,1.67,REAL,0
05/01/2026 21/10,Edificio_1,Zona_A,S17,15.93,16.11,19.2,1.66,REAL,0
05/01/2026 21/20,Edificio_1,Zona_A,S17,14.86,15.95,19.88,1.6,REAL,0
05/01/2026 21/30,Edificio_1,Zona_A,S17,15.82,16.99,18.7,1.36,REAL,0
05/01/2026 21/40,Edificio_1,Zona_A,S17,15.52,15.91,18.16,1.63,REAL,0
05/01/2026 21/50,Edificio_1,Zona_A,S17,16.53,16.35,19.47,1.64,REAL,0
05/01/2026 22/00,Edificio_1,Zona_A,S17,16.67,16.38,19.22,1.63,REAL,0
05/01/2026 22/10,Edificio_1,Zona_A,S17,15.99,16.96,19.03,1.27,REAL,0
05/01/2026 22/20,Edificio_1,Zona_A,S17,14.56,15.45,19.54,1.55,REAL,0
05/01/2026 22/30,Edificio_1,Zona_A,S17,14.87,16.58,19.03,1.55,REAL,0
05/01/2026 22/40,Edificio_1,Zona_A,S17,16.65,16.32,20.21,1.49,REAL,0
05/01/2026 22/50,Edificio_1,Zona_A,S17,15.77,16.24,19.13,1.69,REAL,0
05/01/2026 23/00,Edificio_1,Zona_A,S17,16.4,17.29,20.44,1.68,REAL,0
05/01/2026 23/10,Edificio_1,Zona_A,S17,16.63,17.53,20.13,1.52,REAL,0
05/01/2026 23/20,Edificio_1,Zona_A,S17,16.97,16.43,20.96,1.67,REAL,0
05/01/2026 23/30,Edificio_1,Zona_A,S17,16.71,17.55,19.93,1.59,REAL,0
05/01/2026 23/40,Edificio_1,Zona_A,S17,15.8,16.64,20.11,1.56,REAL,0
05/01/2026 23/50,Edificio_1,Zona_A,S17,17.64,17.05,19.87,1.48,REAL,0
06/01/2026 00/00,Edificio_1,Zona_A,S17,17.87,16.92,21.48,1.27,REAL,0
06/01/2026 00/10,Edificio_1,Zona_A,S17,17.36,17.36,21.65,1.41,REAL,0
06/01/2026 00/20,Edificio_1,Zona_A,S17,18.75,17.74,21.53,1.56,REAL,0
06/01/2026 00/30,Edificio_1,Zona_A,S17,18.63,17.95,22.09,1.71,REAL,0
06/01/2026 00/40,Edificio_1,Zona_A,S17,18.66,18.87,20.91,1.58,REAL,0
06/01/2026 00/50,Edificio_1,Zona_A,S17,19.71,17.06,21.05,1.52,REAL,0
06/01/2026 01/00,Edificio_1,Zona_A,S17,19.85,17.93,21.63,1.53,REAL,0
06/01/2026 01/10,Edificio_1,Zona_A,S17,20.04,18.22,22.23,1.59,REAL,0
06/01/2026 01/20,Edificio_1,Zona_A,S17,20.1,18.34,21.22,1.44,REAL,0
06/01/2026 01/30,Edificio_1,Zona_A,S17,20.35,18.68,21.41,1.78,REAL,0
06/01/2026 01/40,Edificio_1,Zona_A,S17,19.75,18.9,22.26,1.52,REAL,0
06/01/2026 01/50,Edificio_1,Zona_A,S17,19.78,17.98,22.5,1.55,REAL,0
06/01/2026 02/00,Edificio_1,Zona_A,S17,19.97,18.75,22.75,1.55,REAL,0
06/01/2026 02/10,Edificio_1,Zona_A,S17,21.3,18.61,22.54,1.56,REAL,0
06/01/2026 02/20,Edificio_1,Zona_A,S17,21.37,18.77,23.39,1.52,REAL,0
06/01/2026 02/30,Edificio_1,Zona_A,S17,19.54,18.37,23.07,1.5,REAL,0
06/01/2026 02/40,Edificio_1,Zona_A,S17,22.53,18.17,22.82,1.76,REAL,0
06/01/2026 02/50,Edificio_1,Zona_A,S17,22.63,18.75,22.57,1.55,REAL,0
06/01/2026 03/00,Edificio_1,Zona_A,S17,21.53,19.37,22.71,1.55,REAL,0
06/01/2026 03/10,Edificio_1,Zona_A,S17,21.96,19.29,22.48,1.52,REAL,0
06/01/2026 03/20,Edificio_1,Zona_A,S17,22.04,19.08,23.68,1.63,REAL,0
06/01/2026 03/30,Edificio_1,Zona_A,S17,22.92,55.74,22.7,1.67,REAL,0
06/01/2026 03/40,Edificio_1,Zona_A,S17,22.69,18.58,23.28,1.62,REAL,0
06/01/2026 03/50,Edificio_1,Zona_A,S17,22.08,18.34,23.11,1.67,REAL,0
06/01/2026 04/00,Edificio_1,Zona_A,S17,22.14,19.35,23.76,1.48,REAL,0
06/01/2026 04/10,Edificio_1,Zona_A,S17,6.42,20.3,23.31,3.69,REAL,0
06/01/2026 04/20,Edificio_1,Zona_A,S17,22.87,18.38,23.66,1.6,REAL,0
06/01/2026 04/30,Edificio_1,Zona_A,S17,22.34,19.39,23.97,1.71,REAL,0
06/01/2026 04/40,Edificio_1,Zona_A,S17,24.83,19.13,23.55,1.62,REAL,0
06/01/2026 04/50,Edificio_1,Zona_A,S17,23.03,54.84,25.15,1.66,REAL,0
06/01/2026 05/00,Edificio_1,Zona_A,S17,24.04,19.71,24.87,1.52,REAL,0
06/01/2026 05/10,Edificio_1,Zona_A,S17,24.01,19.88,24.12,1.63,REAL,0
06/01/2026 05/20,Edificio_1,Zona_A,S17,22.8,20.16,24.51,1.78,REAL,0
06/01/2026 05/30,Edificio_1,Zona_A,S17,22.98,19.75,24.25,1.72,REAL,0
06/01/2026 05/40,Edificio_1,Zona_A,S17,24.8,19.98,24.06,1.5,REAL,0
06/01/2026 05/50,Edificio_1,Zona_A,S17,22.41,20.28,23.7,1.62,REAL,0
06/01/2026 06/00,Edificio_1,Zona_A,S17,23.45,19.95,24.92,1.48,REAL,0
06/01/2026 06/10,Edificio_1,Zona_A,S17,23.62,18.98,24.35,1.44,REAL,0
06/01/2026 06/20,Edificio_1,Zona_A,S17,3.88,20.05,23.52,3.17,REAL,0
06/01/2026 06/30,Edificio_1,Zona_A,S17,25.35,19.14,24.12,1.51,REAL,0
06/01/2026 06/40,Edificio_1,Zona_A,S17,23.82,18.87,23.95,1.68,REAL,0
06/01/2026 06/50,Edificio_1,Zona_A,S17,22.97,19.34,24.98,1.7,REAL,0
06/01/2026 07/00,Edificio_1,Zona_A,S17,22.44,19.62,24.23,1.5,REAL,0
06/01/2026 07/10,Edificio_1,Zona_A,S17,22.97,18.81,24.04,1.63,REAL,0
06/01/2026 07/20,Edificio_1,Zona_A,S17,23,18.93,23.78,1.58,REAL,0
06/01/2026 07/30,Edificio_1,Zona_A,S17,22.77,18.39,23.38,1.69,REAL,0
06/01/2026 07/40,Edificio_1,Zona_A,S17,22.88,18.89,23.59,1.69,REAL,0
06/01/2026 07/50,Edificio_1,Zona_A,S17,24.06,20.93,24.15,1.82,REAL,0
06/01/2026 08/00,Edificio_1,Zona_A,S17,22.79,19.91,23.69,1.89,REAL,0
06/01/2026 08/10,Edificio_1,Zona_A,S17,23.04,49.92,23.97,1.62,REAL,0
06/01/2026 08/20,Edificio_1,Zona_A,S17,22.29,20.37,23.94,1.74,REAL,0
06/01/2026 08/30,Edificio_1,Zona_A,S17,22.76,18.77,23.89,1.54,REAL,0
06/01/2026 08/40,Edificio_1,Zona_A,S17,22.26,19.1,24.38,1.6,REAL,0
06/01/2026 08/50,Edificio_1,Zona_A,S17,21.38,19.53,24.08,1.56,REAL,0
06/01/2026 09/00,Edificio_1,Zona_A,S17,21.98,18.91,23.29,1.7,REAL,0
06/01/2026 09/10,Edificio_1,Zona_A,S17,21,18.61,23.13,1.57,REAL,0
06/01/2026 09/20,Edificio_1,Zona_A,S17,21.15,18.68,23.56,1.46,REAL,0
06/01/2026 09/30,Edificio_1,Zona_A,S17,21.43,19.68,24.11,1.62,REAL,0
06/01/2026 09/40,Edificio_1,Zona_A,S17,22.51,19.36,23.12,1.66,REAL,0
06/01/2026 09/50,Edificio_1,Zona_A,S17,21.59,19.59,22.04,1.58,REAL,0
06/01/2026 10/00,Edificio_1,Zona_A,S17,20.03,18.19,23.19,1.72,REAL,0
06/01/2026 10/10,Edificio_1,Zona_A,S17,21.08,17.7,23.06,1.67,REAL,0
06/01/2026 10/20,Edificio_1,Zona_A,S17,20.84,19.52,21.74,1.62,REAL,0
06/01/2026 10/30,Edificio_1,Zona_A,S17,22.7,18.88,22.89,1.64,REAL,0
06/01/2026 10/40,Edificio_1,Zona_A,S17,20.6,18.35,21.87,1.79,REAL,0
06/01/2026 10/50,Edificio_1,Zona_A,S17,20.58,19.29,22.07,1.52,REAL,0
06/01/2026 11/00,Edificio_1,Zona_A,S17,19.71,19.34,21.45,1.82,REAL,0
06/01/2026 11/10,Edificio_1,Zona_A,S17,19.03,18.04,23.17,1.53,REAL,0
06/01/2026 11/20,Edificio_1,Zona_A,S17,19.44,18.41,23.46,1.74,REAL,0
06/01/2026 11/30,Edificio_1,Zona_A,S17,20.62,18.27,22.82,1.72,REAL,0
06/01/2026 11/40,Edificio_1,Zona_A,S17,17.57,17.68,22.31,1.48,REAL,0
06/01/2026 11/50,Edificio_1,Zona_A,S17,18.52,17.57,23.25,1.48,REAL,0
06/01/2026 12/00,Edificio_1,Zona_A,S17,17.64,17.88,21.1,1.7,REAL,0
06/01/2026 12/10,Edificio_1,Zona_A,S17,18.36,17.63,21.64,1.66,REAL,0
06/01/2026 12/20,Edificio_1,Zona_A,S17,17.74,18.52,21.36,1.59,REAL,0
06/01/2026 12/30,Edificio_1,Zona_A,S17,18.71,17.6,20.54,1.48,REAL,0
06/01/2026 12/40,Edificio_1,Zona_A,S17,17.63,16.96,21.71,1.51,REAL,0
06/01/2026 12/50,Edificio_1,Zona_A,S17,19.23,17.31,21.13,1.51,REAL,0
06/01/2026 13/00,Edificio_1,Zona_A,S17,19.68,15.88,20.52,1.71,REAL,0
06/01/2026 13/10,Edificio_1,Zona_A,S17,16.53,16.07,19.66,1.46,REAL,0
06/01/2026 13/20,Edificio_1,Zona_A,S17,17.56,17.34,20.32,1.3,REAL,0
06/01/2026 13/30,Edificio_1,Zona_A,S17,15.16,17.44,20.85,1.61,REAL,0
06/01/2026 13/40,Edificio_1,Zona_A,S17,16.47,17.88,20.21,1.44,REAL,0
06/01/2026 13/50,Edificio_1,Zona_A,S17,16.51,46.26,20.69,1.71,REAL,0
06/01/2026 14/00,Edificio_1,Zona_A,S17,16.39,16.48,20.35,1.42,REAL,0
06/01/2026 14/10,Edificio_1,Zona_A,S17,17.65,16.02,20.28,1.57,REAL,0
06/01/2026 14/20,Edificio_1,Zona_A,S17,17.42,16.75,19.59,1.62,REAL,0
06/01/2026 14/30,Edificio_1,Zona_A,S17,16.86,16.61,18.17,1.7,REAL,0
06/01/2026 14/40,Edificio_1,Zona_A,S17,16.24,16.71,19.72,1.74,REAL,0
06/01/2026 14/50,Edificio_1,Zona_A,S17,16.36,16.57,19.5,1.62,REAL,0
06/01/2026 15/00,Edificio_1,Zona_A,S17,15,15.66,19.13,1.65,REAL,0
06/01/2026 15/10,Edificio_1,Zona_A,S17,3.83,16.38,18.23,3.02,REAL,0
06/01/2026 15/20,Edificio_1,Zona_A,S17,13.67,15.47,19.15,1.6,REAL,0
06/01/2026 15/30,Edificio_1,Zona_A,S17,16.43,17.1,18.38,1.62,REAL,0
06/01/2026 15/40,Edificio_1,Zona_A,S17,15.16,16.19,18.66,1.54,REAL,0
06/01/2026 15/50,Edificio_1,Zona_A,S17,13.14,17.44,18.89,1.75,REAL,0
06/01/2026 16/00,Edificio_1,Zona_A,S17,5.64,16.14,17.98,3.91,REAL,0
06/01/2026 16/10,Edificio_1,Zona_A,S17,12.8,16.29,18.15,1.68,REAL,0
06/01/2026 16/20,Edificio_1,Zona_A,S17,13.65,15.29,18.81,1.6,REAL,0
06/01/2026 16/30,Edificio_1,Zona_A,S17,13.54,16.52,18.98,1.55,REAL,0
06/01/2026 16/40,Edificio_1,Zona_A,S17,15.69,15.13,18.73,1.4,REAL,0
06/01/2026 16/50,Edificio_1,Zona_A,S17,14.53,16.22,18.36,1.47,REAL,0
06/01/2026 17/00,Edificio_1,Zona_A,S17,13.75,15.34,17.75,1.42,REAL,0
06/01/2026 17/10,Edificio_1,Zona_A,S17,14.73,15.96,18.79,1.49,REAL,0
06/01/2026 17/20,Edificio_1,Zona_A,S17,13.87,15.23,18.94,1.6,REAL,0
06/01/2026 17/30,Edificio_1,Zona_A,S17,13.67,15.9,18.28,1.55,REAL,0
06/01/2026 17/40,Edificio_1,Zona_A,S17,13.86,16.54,17.66,1.52,REAL,0
06/01/2026 17/50,Edificio_1,Zona_A,S17,13.75,14.83,18.15,1.57,REAL,0
06/01/2026 18/00,Edificio_1,Zona_A,S17,13.83,15.85,17.92,1.43,REAL,0
06/01/2026 18/10,Edificio_1,Zona_A,S17,11.89,15.8,18.54,1.64,REAL,0
06/01/2026 18/20,Edificio_1,Zona_A,S17,14.06,15.48,18.42,1.77,REAL,0
06/01/2026 18/30,Edificio_1,Zona_A,S17,13.25,16.09,18.13,1.64,REAL,0
06/01/2026 18/40,Edificio_1,Zona_A,S17,13.7,15.86,18.04,1.61,REAL,0
06/01/2026 18/50,Edificio_1,Zona_A,S17,15.1,15.35,17.29,1.54,REAL,0
06/01/2026 19/00,Edificio_1,Zona_A,S17,13.67,16.14,18.05,1.64,REAL,0
06/01/2026 19/10,Edificio_1,Zona_A,S17,15.23,15.75,18.6,1.51,REAL,0
06/01/2026 19/20,Edificio_1,Zona_A,S17,15.34,15.51,18.59,1.73,REAL,0
06/01/2026 19/30,Edificio_1,Zona_A,S17,14.39,15.56,18.75,1.61,REAL,0
06/01/2026 19/40,Edificio_1,Zona_A,S17,13.99,15.96,18.16,1.63,REAL,0
06/01/2026 19/50,Edificio_1,Zona_A,S17,13.02,15.68,18.02,1.58,REAL,0
06/01/2026 20/00,Edificio_1,Zona_A,S17,16.38,15.91,18.34,1.63,REAL,0
06/01/2026 20/10,Edificio_1,Zona_A,S17,14.67,15.75,17.55,1.42,REAL,0
06/01/2026 20/20,Edificio_1,Zona_A,S17,14.99,15.62,18.76,1.63,REAL,0
06/01/2026 20/30,Edificio_1,Zona_A,S17,13.15,15.77,18.62,1.54,REAL,0
06/01/2026 20/40,Edificio_1,Zona_A,S17,11.67,14.6,18.6,1.44,REAL,0
06/01/2026 20/50,Edificio_1,Zona_A,S17,14.85,15.72,18.73,1.69,REAL,0
06/01/2026 21/00,Edificio_1,Zona_A,S17,13.58,16.92,19.43,1.46,REAL,0
06/01/2026 21/10,Edificio_1,Zona_A,S17,15.41,15.68,18.99,1.54,REAL,0
06/01/2026 21/20,Edificio_1,Zona_A,S17,12.99,16.28,19.67,1.73,REAL,0
06/01/2026 21/30,Edificio_1,Zona_A,S17,15.08,16.2,18.94,1.52,REAL,0
06/01/2026 21/40,Edificio_1,Zona_A,S17,16.09,15.73,19.01,1.5,REAL,0
06/01/2026 21/50,Edificio_1,Zona_A,S17,13.69,16.51,19.44,1.58,REAL,0
06/01/2026 22/00,Edificio_1,Zona_A,S17,15.36,16.64,18.98,1.66,REAL,0
06/01/2026 22/10,Edificio_1,Zona_A,S17,16.31,16.43,19.16,1.7,REAL,0
06/01/2026 22/20,Edificio_1,Zona_A,S17,16.6,16.19,19.52,1.5,REAL,0
06/01/2026 22/30,Edificio_1,Zona_A,S17,15.73,17.31,19,1.46,REAL,0
06/01/2026 22/40,Edificio_1,Zona_A,S17,16.04,16.28,19.24,1.36,REAL,0
06/01/2026 22/50,Edificio_1,Zona_A,S17,18.44,16.63,19.61,1.49,REAL,0
06/01/2026 23/00,Edificio_1,Zona_A,S17,18.11,17.54,19.46,1.51,REAL,0
06/01/2026 23/10,Edificio_1,Zona_A,S17,17.9,17.19,20.35,1.49,REAL,0
06/01/2026 23/20,Edificio_1,Zona_A,S17,15.67,16.89,21.21,1.68,REAL,0
06/01/2026 23/30,Edificio_1,Zona_A,S17,17.6,16.83,20.13,1.6,REAL,0
06/01/2026 23/40,Edificio_1,Zona_A,S17,16.36,16.65,20.74,1.59,REAL,0
06/01/2026 23/50,Edificio_1,Zona_A,S17,17.45,17.01,21.1,1.69,REAL,0
07/01/2026 00/00,Edificio_1,Zona_A,S17,18.11,16.79,19.91,1.49,REAL,0
07/01/2026 00/10,Edificio_1,Zona_A,S17,19.04,17.69,21.27,1.66,REAL,0
07/01/2026 00/20,Edificio_1,Zona_A,S17,19.24,18.66,20.86,1.67,REAL,0
07/01/2026 00/30,Edificio_1,Zona_A,S17,16.66,16.95,21.82,1.56,REAL,0
07/01/2026 00/40,Edificio_1,Zona_A,S17,19.58,17.95,20.72,1.66,REAL,0
07/01/2026 00/50,Edificio_1,Zona_A,S17,19.48,17.83,21.61,1.65,REAL,0
07/01/2026 01/00,Edificio_1,Zona_A,S17,20.33,17.95,21.81,1.53,REAL,0
07/01/2026 01/10,Edificio_1,Zona_A,S17,19.4,17.79,21.11,1.51,REAL,0
07/01/2026 01/20,Edificio_1,Zona_A,S17,21.08,18.18,22.45,1.61,REAL,0
07/01/2026 01/30,Edificio_1,Zona_A,S17,19.02,19.18,22.27,1.66,REAL,0
07/01/2026 01/40,Edificio_1,Zona_A,S17,20.06,18.33,22.69,1.66,REAL,0
07/01/2026 01/50,Edificio_1,Zona_A,S17,20.74,17.91,22.06,1.73,REAL,0
07/01/2026 02/00,Edificio_1,Zona_A,S17,21.39,18.66,22.36,1.49,REAL,0
07/01/2026 02/10,Edificio_1,Zona_A,S17,22.5,18.64,22.94,1.41,REAL,0
07/01/2026 02/20,Edificio_1,Zona_A,S17,21.77,18.45,22.87,1.48,REAL,0
07/01/2026 02/30,Edificio_1,Zona_A,S17,22.67,18.85,22.05,1.59,REAL,0
07/01/2026 02/40,Edificio_1,Zona_A,S17,21.2,18.39,21.95,1.62,REAL,0
07/01/2026 02/50,Edificio_1,Zona_A,S17,22.11,17.9,24.38,1.67,REAL,0
07/01/2026 03/00,Edificio_1,Zona_A,S17,22.05,43.37,23.5,1.54,REAL,0
07/01/2026 03/10,Edificio_1,Zona_A,S17,22.79,18.78,23.09,1.5,REAL,0
07/01/2026 03/20,Edificio_1,Zona_A,S17,20.78,18.72,23.2,1.57,REAL,0
07/01/2026 03/30,Edificio_1,Zona_A,S17,21.04,18.84,23.23,1.54,REAL,0
07/01/2026 03/40,Edificio_1,Zona_A,S17,24,19.27,23.52,1.7,REAL,0
07/01/2026 03/50,Edificio_1,Zona_A,S17,21.95,18.65,23.82,1.46,REAL,0
07/01/2026 04/00,Edificio_1,Zona_A,S17,20.38,19.08,23.31,1.81,REAL,0
07/01/2026 04/10,Edificio_1,Zona_A,S17,21.68,18.9,23.89,1.59,REAL,0
07/01/2026 04/20,Edificio_1,Zona_A,S17,25.08,19.14,23.91,1.63,REAL,0
07/01/2026 04/30,Edificio_1,Zona_A,S17,23.47,18.86,24.27,1.65,REAL,0
07/01/2026 04/40,Edificio_1,Zona_A,S17,23.68,19.75,24.29,1.4,REAL,0
07/01/2026 04/50,Edificio_1,Zona_A,S17,22.4,19.36,23.27,1.6,REAL,0
07/01/2026 05/00,Edificio_1,Zona_A,S17,23.37,19.7,23.49,1.57,REAL,0
07/01/2026 05/10,Edificio_1,Zona_A,S17,24.57,19.43,24.08,1.51,REAL,0
07/01/2026 05/20,Edificio_1,Zona_A,S17,24.29,19.56,24.42,1.66,REAL,0
07/01/2026 05/30,Edificio_1,Zona_A,S17,23.59,19.34,23.45,1.53,REAL,0
07/01/2026 05/40,Edificio_1,Zona_A,S17,23.46,19.46,23.74,1.69,REAL,0
07/01/2026 05/50,Edificio_1,Zona_A,S17,23.43,20.14,24.51,1.56,REAL,0
07/01/2026 06/00,Edificio_1,Zona_A,S17,24.67,19.38,24.91,1.7,REAL,0
07/01/2026 06/10,Edificio_1,Zona_A,S17,24.25,18.61,23.49,1.47,REAL,0
07/01/2026 06/20,Edificio_1,Zona_A,S17,24.11,20.22,24.46,1.56,REAL,0
07/01/2026 06/30,Edificio_1,Zona_A,S17,24.13,19.47,24.72,1.54,REAL,0
07/01/2026 06/40,Edificio_1,Zona_A,S17,24.23,19.23,23.94,1.55,REAL,0
07/01/2026 06/50,Edificio_1,Zona_A,S17,23.23,19.94,24.08,1.58,REAL,0
07/01/2026 07/00,Edificio_1,Zona_A,S17,21.77,19.96,24.55,1.65,REAL,0
07/01/2026 07/10,Edificio_1,Zona_A,S17,24.63,20.06,23.7,1.57,REAL,0
07/01/2026 07/20,Edificio_1,Zona_A,S17,23.18,20.66,24.16,1.41,REAL,0
07/01/2026 07/30,Edificio_1,Zona_A,S17,23.93,19.09,22.62,1.54,REAL,0
07/01/2026 07/40,Edificio_1,Zona_A,S17,23.29,19.98,24.39,1.51,REAL,0
07/01/2026 07/50,Edificio_1,Zona_A,S17,21.42,19.44,24.06,1.56,REAL,0
07/01/2026 08/00,Edificio_1,Zona_A,S17,23.7,19.49,23.51,1.62,REAL,0
07/01/2026 08/10,Edificio_1,Zona_A,S17,22.68,18.87,23.79,1.62,REAL,0
07/01/2026 08/20,Edificio_1,Zona_A,S17,22.91,19.31,23.58,1.62,REAL,0
07/01/2026 08/30,Edificio_1,Zona_A,S17,25.36,20.22,24.4,1.74,REAL,0
07/01/2026 08/40,Edificio_1,Zona_A,S17,22.44,19.46,23.4,1.63,REAL,0
07/01/2026 08/50,Edificio_1,Zona_A,S17,22.92,18.66,24.23,1.62,REAL,0
07/01/2026 09/00,Edificio_1,Zona_A,S17,20.66,19.03,23.69,1.59,REAL,0
07/01/2026 09/10,Edificio_1,Zona_A,S17,21.56,19.27,24.07,1.52,REAL,0
07/01/2026 09/20,Edificio_1,Zona_A,S17,18.83,19.14,22.83,1.66,REAL,0
07/01/2026 09/30,Edificio_1,Zona_A,S17,22.21,18.66,23.72,1.7,REAL,0
07/01/2026 09/40,Edificio_1,Zona_A,S17,22.02,19.47,23.14,1.67,REAL,0
07/01/2026 09/50,Edificio_1,Zona_A,S17,23.54,19.07,21.94,1.56,REAL,0
07/01/2026 10/00,Edificio_1,Zona_A,S17,19.53,18.67,22.34,1.57,REAL,0
07/01/2026 10/10,Edificio_1,Zona_A,S17,21.46,18.75,22.22,1.6,REAL,0
07/01/2026 10/20,Edificio_1,Zona_A,S17,20.28,18.55,22.69,1.45,REAL,0
07/01/2026 10/30,Edificio_1,Zona_A,S17,20.71,18.64,22.07,1.9,REAL,0
07/01/2026 10/40,Edificio_1,Zona_A,S17,22.43,18.97,23.34,1.52,REAL,0
07/01/2026 10/50,Edificio_1,Zona_A,S17,20.69,18.23,23.85,1.67,REAL,0
07/01/2026 11/00,Edificio_1,Zona_A,S17,19.45,18.29,22.3,1.62,REAL,0
07/01/2026 11/10,Edificio_1,Zona_A,S17,17.5,18.42,22.13,1.64,REAL,0
07/01/2026 11/20,Edificio_1,Zona_A,S17,20.71,17.86,21.71,1.49,REAL,0
07/01/2026 11/30,Edificio_1,Zona_A,S17,20.84,17.97,22.9,1.51,REAL,0
07/01/2026 11/40,Edificio_1,Zona_A,S17,19.57,18,22.38,1.66,REAL,0
07/01/2026 11/50,Edificio_1,Zona_A,S17,21.49,17.85,22.02,1.57,REAL,0
07/01/2026 12/00,Edificio_1,Zona_A,S17,19.2,18.26,21.89,1.54,REAL,0
07/01/2026 12/10,Edificio_1,Zona_A,S17,19.17,19.07,20.61,1.59,REAL,0
07/01/2026 12/20,Edificio_1,Zona_A,S17,18.28,17.15,21.12,1.38,REAL,0
07/01/2026 12/30,Edificio_1,Zona_A,S17,19.6,18.26,22.56,1.53,REAL,0
07/01/2026 12/40,Edificio_1,Zona_A,S17,17.78,16.84,21.98,1.51,REAL,0
07/01/2026 12/50,Edificio_1,Zona_A,S17,4,17.06,21.5,3.54,REAL,0
07/01/2026 13/00,Edificio_1,Zona_A,S17,17.08,16.41,20.54,1.36,REAL,0
07/01/2026 13/10,Edificio_1,Zona_A,S17,18.28,16.61,20.69,1.65,REAL,0
07/01/2026 13/20,Edificio_1,Zona_A,S17,19.16,16.77,20.82,1.59,REAL,0
07/01/2026 13/30,Edificio_1,Zona_A,S17,17.49,16.79,20.38,1.72,REAL,0
07/01/2026 13/40,Edificio_1,Zona_A,S17,19.02,16.87,20.89,1.58,REAL,0
07/01/2026 13/50,Edificio_1,Zona_A,S17,16.63,16.81,21.08,1.59,REAL,0
07/01/2026 14/00,Edificio_1,Zona_A,S17,17.45,16.09,19.75,1.73,REAL,0
07/01/2026 14/10,Edificio_1,Zona_A,S17,15.55,16.64,19.06,1.66,REAL,0
07/01/2026 14/20,Edificio_1,Zona_A,S17,18.47,16.16,19.7,1.64,REAL,0
07/01/2026 14/30,Edificio_1,Zona_A,S17,16.63,15.6,19.92,1.49,REAL,0
07/01/2026 14/40,Edificio_1,Zona_A,S17,16.06,16.9,19.6,1.5,REAL,0
07/01/2026 14/50,Edificio_1,Zona_A,S17,16.08,16.76,18.94,1.59,REAL,0
07/01/2026 15/00,Edificio_1,Zona_A,S17,15.87,16.67,18.88,1.57,REAL,0
07/01/2026 15/10,Edificio_1,Zona_A,S17,15.58,16.92,18.47,1.62,REAL,0
07/01/2026 15/20,Edificio_1,Zona_A,S17,14.8,16.85,19.28,1.55,REAL,0
07/01/2026 15/30,Edificio_1,Zona_A,S17,15.91,16.77,19.8,1.44,REAL,0
07/01/2026 15/40,Edificio_1,Zona_A,S17,16.2,15.96,19.39,1.71,REAL,0
07/01/2026 15/50,Edificio_1,Zona_A,S17,15.32,17.07,19.06,1.57,REAL,0
07/01/2026 16/00,Edificio_1,Zona_A,S17,14.48,14.78,18.72,1.58,REAL,0
07/01/2026 16/10,Edificio_1,Zona_A,S17,14.09,16.29,18.47,1.51,REAL,0
07/01/2026 16/20,Edificio_1,Zona_A,S17,12.65,16.85,19.36,1.57,REAL,0
07/01/2026 16/30,Edificio_1,Zona_A,S17,15.34,16.08,18.83,1.5,REAL,0
07/01/2026 16/40,Edificio_1,Zona_A,S17,14.85,16.02,18.69,1.61,REAL,0
07/01/2026 16/50,Edificio_1,Zona_A,S17,14.23,17.35,18.85,1.71,REAL,0
07/01/2026 17/00,Edificio_1,Zona_A,S17,14.18,16.01,18.1,1.52,REAL,0
07/01/2026 17/10,Edificio_1,Zona_A,S17,12.24,16.43,18.32,1.61,REAL,0
07/01/2026 17/20,Edificio_1,Zona_A,S17,13.5,14.6,18.13,1.6,REAL,0
07/01/2026 17/30,Edificio_1,Zona_A,S17,11.43,15.55,18.21,1.52,REAL,0
